id,Locatie,LAT,LONG,Fatalitate,Numar de inmatriculare,Sex
Dalongdong,45372 Vahlen Park,25.073688,121.5140449,false,1C4RDJAG8DC701063,Male
Loma Bonita,3 Russell Junction,21.115093,-101.6961551,false,JN8AZ1MU5CW050055,Male
Horizonte,754 Eagle Crest Road,-4.1132769,-38.4639632,false,KMHHT6KD2BU952681,Male
Psygansu,25 Orin Circle,43.4136328,43.7924407,true,2C3CK3CV1AH055235,Male
Tolotangga,672 Forest Court,-8.765095,118.6323132,false,1G6DA67V180798090,Female
Nice,6 Oakridge Center,43.6953508,7.2559678,false,1GYEC63847R517013,Female
Banhā,49952 Cody Circle,30.4659929,31.1848307,false,JN8CS1MU8FM832864,Male
Jardia,4 Badeau Pass,38.6640687,-8.9161487,true,2D4RN6DX4AR295469,Female
Saurimo,3415 Grover Terrace,-9.6612173,20.3904598,true,KMHHT6KJ5FU040834,Female
Molo,157 Garrison Parkway,-0.2488358,35.7323709,true,SAJWA4GB4EL714470,Female
Nuing,22 Knutson Trail,13.1424635,123.7244858,false,SCFAB05D69G123558,Male
Montecristi,2406 Swallow Drive,-1.0469378,-80.6576623,false,1N6BF0KL6FN168569,Female
Batobato,2435 Graceland Way,14.6933122,121.0806979,false,2G4WC552271573663,Female
Maoshan,389 Hoffman Crossing,31.784791,119.320063,true,3GYFNAE30DS970010,Male
Tumbi,0 Del Sol Plaza,-5.0731807,32.6913107,false,1FT7W2A65EE091592,Male
Hanbin,3 Holy Cross Pass,32.695172,109.026836,false,1FTMF1CW6AK817563,Male
Almelo,3306 Melody Way,52.3323097,6.6372501,false,4T1BD1FK1CU561733,Male
La Loma,62433 North Lane,19.6786236,-101.1808488,false,WAUDF78E87A267719,Female
Derventa,6 Claremont Street,44.9764185,17.9070412,false,WAUEF78E86A378743,Female
Gap,492 Ohio Road,48.8588363,2.3477753,false,1FTEX1CM1DF947618,Female
Ágios Pétros,1776 Fremont Center,38.6663765,20.6018254,false,YV1672MKXB2948355,Male
Kokembang,69266 Mallory Park,-6.9524,113.6487,false,WAUMR44E97N396718,Male
Kipen’,55573 Mandrake Plaza,59.6742944,29.8519956,false,1G6KD57928U117388,Male
Lianzhu,564 Mifflin Crossing,28.607879,119.435806,false,YV1612FH3E1521404,Male
Cuozheqiangma,15030 Mandrake Drive,33.308897,87.768212,true,WAUDF78E05A239538,Male
Maliq,0853 Pepper Wood Street,40.7093697,20.6973469,false,WAU2GAFC2DN678248,Male
Arcossó,292 Vidon Point,41.6496858,-7.5999153,false,SCBBR53W46C516884,Male
Sapporo,7353 Packers Avenue,43.0150759,141.4098346,true,19UUA8F55EA331448,Male
Baykonyr,62 Kennedy Center,45.6232258,63.3139829,false,WDDDJ7CB4BA750444,Male
Atar,5028 Drewry Avenue,20.5072923,-13.052978,false,1G6KD57Y97U672232,Male
Gyōda,01548 Warner Point,36.1407681,139.4602367,true,3GYT4NEF2CG488342,Male
Uruçuca,65 Lake View Court,-14.5154982,-39.299866,false,WVWAP7AN0EE889296,Female
Rawa Satu,9021 Buhler Hill,-7.025171,107.5168417,false,3C3CFFCR3DT230749,Female
Changting,800 Mccormick Alley,25.833531,116.357581,true,3VW4T7AT9EM451942,Female
San Pablo,21029 Autumn Leaf Terrace,-7.1143481,-78.8226909,true,KMHTC6AD8EU824848,Male
Kobe,7677 Debra Crossing,34.5465928,134.3028193,false,19UUA65576A848046,Female
Weixin,582 Meadow Vale Point,27.8469,105.049027,false,WAUEL94FX5N524733,Male
Xinli,9922 Bultman Way,39.8314629,116.3220944,true,1J4PN2GK3AW265331,Female
Plettenberg Bay,01086 David Junction,-34.0896763,23.3261801,false,5UMCN93462L494783,Female
Sekongkang Bawah,16558 Corben Hill,-8.9859417,116.7437518,true,WAUNF98P07A866602,Female
Soutocico,42 Messerschmidt Street,39.7024946,-8.7377503,true,WAURV78T39A594037,Female
København,1835 Green Ridge Center,55.6768397,12.5987652,true,1GD02XEG8FZ917406,Male
Gempol,18 Knutson Drive,-7.6034421,112.6794582,true,KNDJT2A52C7280436,Female
Ulety,44 Loomis Way,51.3591174,112.484985,true,JN1AZ4EH0AM108003,Male
Bruxelles,9 Trailsway Lane,50.8235717,4.3766927,true,3GTXCYEJ7AG452093,Female
Ōbu,20 West Parkway,35.0422194,136.9574388,false,2HNYD2H40DH912374,Male
Zheleznodorozhnyy,1962 Kennedy Junction,53.437194,41.789046,true,3VWJX7AJ9AM178968,Female
San Juan Bautista,53 2nd Trail,-26.6707181,-57.1407852,true,1FTEX1E84AK750087,Male
Santana do Paraíso,43841 Buell Park,-19.3882364,-42.5117238,false,5N1CR2MNXEC339662,Female
Port Said,3626 Autumn Leaf Way,31.2652893,32.3018661,true,WBADX1C58CE156527,Male
Kawagoe,2 6th Terrace,34.9442746,132.4282484,true,3VWF17AT9FM722336,Female
Caxito,013 Hoepker Point,-8.5821947,13.6565321,true,2G4GS5ER3D9392055,Female
Dadong,94271 Talmadge Crossing,41.805137,123.4699481,true,1FTEW1E82AF917588,Female
Newark,44655 Village Road,40.7132136,-74.2120629,true,WBABN53491J276871,Male
Dvurechensk,1886 Monterey Place,56.5959665,61.1001623,false,WDDGF4HB0EA205920,Female
Chaguaní,63 Kennedy Alley,4.949601,-74.593836,true,WBA3A5C55EJ054701,Male
Xialaba,2734 Anthes Circle,39.596147,112.670816,true,WAUNF78P47A101607,Female
Remedios,79411 Eagle Crest Parkway,22.4963477,-79.5462943,true,2LMHJ5AT1EB465415,Male
Zhetian,82 Lotheville Place,37.4325375,112.0662843,false,2G4WB52K921249044,Female
Kekeran,0 Morrow Circle,-8.5808412,115.1563072,false,1C3BC4EB5AN401120,Female
Shijiao,332 Ruskin Place,23.259479,113.824887,false,JTDKN3DU9F0705672,Female
Lunang,6 Moland Avenue,29.943539,94.799435,false,WBAWC73549E535492,Female
Zhezqazghan,4953 Bowman Park,47.7963656,67.7020019,true,WBA1J9C55FV344042,Female
Tando Muhammad Khān,1 Hanson Drive,25.1418538,68.5543777,true,WVWAB7AJ2DW991574,Male
Myadzyel,3 Monterey Trail,54.8771794,26.9388432,false,3D7JB1EP3AG291865,Male
Jami,468 Forest Run Court,-6.4045182,106.8341509,false,3C6TD4KT0CG236705,Female
Buyunshan,60727 Fallview Alley,40.024639,122.711528,true,5NPEB4AC1CH402066,Female
Cimrutu,09 Stoughton Pass,-7.6275173,108.8016788,true,WAUCFAFR5FA933514,Female
Kalynivka,3744 Morrow Circle,49.448552,28.5226562,false,4USDU53597L183038,Male
Bindang,55 Warbler Court,4.5475154,97.1574784,false,SCBLC37F26C542999,Female
Saint-Grégoire,8 Golf Road,48.1504081,-1.6807958,true,JN8AF5MR1CT192593,Female
Trat,954 Mariners Cove Circle,11.9876781,102.3960722,true,JM1NC2EF8A0488234,Male
Jiqu,2 Sunbrook Way,23.875208,112.542428,false,SCBDC4BL4AC824738,Male
Poitiers,7199 Del Mar Junction,46.5838069,0.3350126,false,5N1AN0NW2FN616101,Male
Kungshamn,6 Pepper Wood Street,58.3594831,11.2594186,false,1GYFC16299R569089,Male
Eséka,0 Surrey Circle,3.6426789,10.7830826,true,1D7RW3BK4AS052538,Male
Borodino,448 Mcbride Alley,46.3039325,29.2402612,false,1FTMF1EW9AK629875,Male
Leticia,5332 Prentice Circle,-4.203165,-69.935907,false,WAUVT68E42A989415,Male
Lučina,08 Artisan Place,49.7133875,18.4511722,false,KNAGM4AD4B5176872,Male
Kalipucang,0254 Lerdahl Point,-7.6478966,108.7511864,true,WAUKH78EX7A127513,Female
Rantepang,76 Carioca Alley,-2.9252,119.9413,false,WAUNF98P76A586271,Male
Ghāt,12945 Dwight Trail,24.9640371,10.1759285,true,5TDBK3EH2CS805843,Male
Hualian,197 Brown Center,23.9910732,121.6111949,true,WBA3A9C59DF076158,Male
Young,45 Division Center,-32.7021934,-57.6382382,true,3VW517AT0FM363602,Female
Ojos de Agua,71 Shelley Terrace,14.6060279,-87.940833,false,1GT022CG8EF534088,Male
Chapayevka,47505 Doe Crossing Pass,49.554701,32.0981669,false,1D4PT5GK7AW280916,Male
Bhāndāria,4073 Dovetail Hill,22.4410669,90.0093266,true,1G6AB5SX5D0665605,Female
Madrid,29 Rutledge Park,4.733779,-74.2627569,true,JN1BV7AP6FM702228,Female
Charlotte,845 Tomscot Plaza,35.1274285,-80.8599193,false,WAUKF78E86A384433,Female
Miguel Calmon,1 Karstens Parkway,-11.3781106,-40.6039185,false,2HNYD283X7H000038,Female
Náousa,5 Marquette Hill,40.6294406,22.0688549,false,1FTEW1E86AF021505,Male
Methóni,398 Anniversary Lane,36.8199022,21.7063018,false,WAULC58E05A959091,Female
Newark,88 Melody Center,39.68,-75.75,false,1FADP5BU4DL067530,Male
Nantang,771 Hooker Street,22.058407,110.792856,false,WAUSVAFA8AN529536,Female
Wysoka,614 Alpine Junction,53.180879,17.0835566,true,WBAEP33473P598680,Male
Liulin,32 Butternut Drive,37.429832,110.88907,false,WBAWB7C50AP435725,Female
Matsushima,80 Heath Center,38.3691874,141.059301,false,WAUBC48H05K940440,Male
Abovyan,979 Gerald Pass,40.2715286,44.633383,true,WAULC68E72A522366,Female
Adamstown,103 Haas Park,-25.0662897,-130.1004636,false,19UUA66208A012733,Female
Montbéliard,969 Delaware Alley,45.417087,-0.302506,false,1G6DG5EG8A0415703,Female
Khatanga,5082 Bunker Hill Alley,71.9666987,102.5000418,true,1D7RE3GK0AS160229,Male
Shenwan,7 Trailsway Hill,22.302496,113.363816,false,KNAFU6A21B5839319,Female
Chumikan,3210 Riverside Pass,54.708952,135.322998,true,WAUEFBFL3DN720805,Male
Moriki,5 Shoshone Junction,12.8776754,6.4903141,false,JTDKN3DP8C3137452,Female
Dolní Bojanovice,465 Susan Alley,48.858575,17.0286982,false,WAUGN74F59N694611,Male
Takedamachi,43524 Mitchell Hill,34.8389466,134.7007309,false,WAULFAFHXEN229825,Male
Bacong,1 High Crossing Point,9.258006,123.281809,true,2G4GU5GC6B9575160,Male
Wręczyca Wielka,2 Park Meadow Junction,50.817118,18.880399,false,1D7RB1CP2AS324174,Male
Dos Quebradas,34 Fallview Crossing,4.8271607,-75.6499025,false,WAUMGAFL6BA141671,Female
San Isidro,0798 Pepper Wood Crossing,19.482042,-99.1985584,false,4T1BK1EBXFU176599,Male
Jinping,127 Esker Alley,23.365556,116.70345,false,3D4PH6FV2AT931278,Female
Tanamiting,88 Homewood Hill,-9.7018,120.4918,true,JTDJTUD38ED844827,Male
Seremban,96389 Loomis Alley,2.7239834,101.9476452,false,3VWKX7AJ7BM810078,Male
Longtou,3 Sherman Lane,21.356694,110.525677,true,19XFB4F36EE051904,Male
Yonghe,5 Golf Course Plaza,36.759507,110.632006,true,WBAUN9C53AV022557,Male
Duzhenwan,275 Forest Dale Way,30.406007,110.971573,false,WAUNF98P98A846365,Male
Shuangtang,54242 Village Green Avenue,29.4099289,120.1289162,false,JM3KE2BE6E0112315,Male
Mae Hi,38 Northwestern Way,19.2987683,98.5062007,false,SCBFU7ZA1DC769200,Female
Imotski,3 Merrick Plaza,43.4471085,17.2139989,false,JTDKDTB31C1660651,Female
Dahe,77280 Spenser Way,38.135288,114.397004,true,WAUKFBFL4BN968884,Female
Sandwīp,32 Grayhawk Road,22.4937132,91.5015009,false,1G6DJ5EV0A0903687,Female
Koronadal,9 Mitchell Crossing,6.3346249,124.9492975,true,WAUUL78E18A329553,Male
Sapat,45 Rieder Terrace,-0.3372032,103.3702811,false,WBADN63462G770618,Female
Dzhebariki-Khaya,862 Redwing Trail,62.216473,135.8549959,false,WAUPN94E98N970497,Female
Liqi,0123 Dryden Drive,24.385642,102.554313,false,2HNYD18254H144240,Female
Pavlovsk,7659 Melrose Way,50.5416699,40.0498042,true,1FTSW3B58AE587034,Female
Tiedonglu,32 South Plaza,39.179865,117.207298,false,JM1NC2PF8F0914282,Male
Angan,80 Surrey Park,5.6153822,95.4306141,false,SAJWA4DB5EL561618,Male
Tangba,7 Manufacturers Plaza,23.3794116,104.2268717,false,WBACN53441L466781,Female
Kibiti,16 Granby Trail,-7.7256069,38.9381031,true,5FNRL5H23EB603700,Female
Sabana Grande de Palenque,02 Village Hill,18.2604623,-70.1473203,false,WVGAV7AX2FW760541,Male
Obryte,2 Mesta Court,52.7066595,21.2481067,true,JM1NC2NF8E0078085,Female
Tsuruoka,73450 Mallory Street,35.4693091,134.7938651,true,WBAVB73597P373553,Male
Mzimba,82818 Lakewood Gardens Crossing,-11.8991825,33.5923941,false,WAUAC48H26K015610,Male
Panambi,14 Bluestem Center,-28.2588438,-53.5009992,true,1FTMF1CW1AF433828,Female
Cetinje,97738 Lerdahl Lane,42.3930959,18.9115964,true,WBA5B1C5XFG290855,Male
Longquan,80097 Amoth Center,28.074649,119.141473,true,WBAUP9C59CV269112,Male
Gununglajang,97 Beilfuss Court,-6.9465,113.8331,true,5LMJJ3H54CE223595,Male
Castedo,9 Spohn Pass,41.2270631,-7.4666688,false,3GYFNJE33DS010549,Male
Krajanjugosari,558 Center Drive,-8.2219,113.0597,false,WVGEP9BP2FD640403,Female
Pasir,164 Hayes Hill,0.4167052,109.0334318,false,WAUNF78P96A139252,Male
Benito Juarez,56560 Hudson Terrace,19.4102526,-99.0073673,true,WBASN2C56AC482483,Female
Guia,33533 Lawn Terrace,37.1264754,-8.2996637,false,WA1AY74LX7D829620,Male
Soito,13579 Lien Circle,40.4690667,-8.1110545,true,WAUEFBFL4CN480954,Male
Rodas,342 Dahle Circle,22.3407612,-80.5577336,true,KMHTC6AD3EU499249,Male
Purwodadi,6 Ohio Avenue,-7.0872117,110.9134113,false,3GYFNCE30CS436080,Male
Cerquilho,5 Village Green Place,-23.1744477,-47.7440315,false,1GKKRNED4FJ558772,Male
Thakhèk,5 Canary Way,17.4030206,104.8337879,false,55SWF4JB6FU616195,Male
Negotino,359 Bluejay Alley,41.494692,22.096939,true,JN1AZ4EH1EM395373,Female
Pocora,6045 Prairieview Hill,10.1621712,-83.6025205,false,5BZBF0AA6FN607627,Male
Raszczyce,356 Esker Park,50.1218351,18.3198228,true,1N6AF0LY4FN912563,Male
Dongpu,66 Old Gate Pass,23.113478,113.417068,true,5TFAW5F13EX109440,Male
Palatine,156 Bluejay Trail,42.1165506,-88.0549221,false,KMHCM3AC9AU177373,Male
Cisitu,6466 Southridge Terrace,-6.8390238,108.059866,false,2G61S5S37D9975094,Male
Kandhkot,6 Waxwing Street,28.1771009,68.7257945,false,3VW4A7AT6DM946071,Male
Kigoma,74713 Pearson Avenue,-4.8824092,29.6615055,true,3C6JD6EP6CG416580,Male
Nihaona,05 Columbus Circle,-6.2035969,106.8198946,false,WP1AE2A28DL433180,Female
São Sepé,53 Del Sol Pass,-30.1647807,-53.5608275,false,2T1BU4EEXCC473018,Male
Warri,710 Talmadge Park,5.5543995,5.7932008,true,KMHHT6KDXAU521780,Male
Jimsar,59703 Brown Junction,44.000497,89.180437,true,19UUA65644A276763,Female
Pepe,13900 Mccormick Street,-7.4039153,112.7718209,true,KNDKG3A23A7647250,Male
Fukuoka-shi,050 Nobel Lane,35.883899,139.5233661,true,WDDHF8JB1DA506314,Male
Dve Mogili,25 Brickson Park Crossing,43.5592985,25.9323591,false,WBA3R5C50FF498159,Female
Vyškov,7 Acker Trail,49.3197453,17.0367923,true,5GAEV23D59J868537,Male
Tuzha,1 Lukken Pass,57.6067536,47.9368725,true,JN8AE2KP4B9150708,Male
Sendangkemulian,26960 Lyons Lane,-8.0972,111.8163,false,3VW1K7AJ4BM351893,Female
Guilherand-Granges,422 Randy Alley,44.9326194,4.8713543,true,SCBFU7ZA3FC535773,Female
Wangcungang,80 Florence Plaza,21.430823,110.949819,true,JTEBU5JR0A5600895,Female
Changshou,77 Ohio Drive,29.857996,107.081282,false,WBAWV1C55AP045790,Male
Cercal,05303 Esch Street,39.2256483,-9.0073673,true,WAUAFAFH8CN309550,Male
Zaporizhzhya,458 Rieder Crossing,47.8388,35.139567,true,1NXBU4EE2AZ712296,Male
Wilga,57 Sage Hill,51.8407513,21.4105498,true,KMHTC6AD7FU117189,Male
Mabiton,8523 Lakewood Terrace,12.9029999,123.2470016,true,1FTSW2B57AE309445,Female
Ulluaya,5154 Weeping Birch Drive,42.3728288,47.3773853,true,3C4PDDAG4FT986134,Male
Koronadal,690 Onsgard Trail,6.4675486,124.8060125,true,1G6AL1R36F0474397,Female
Brejos,0 Debs Junction,38.6223709,-8.9867334,false,WBAUT9C51AA789367,Female
Macapsing,6955 Straubel Junction,15.6756662,121.1303669,true,WAUHMAFC6EN852746,Male
San Jose,47 Armistice Way,14.5699334,121.0204582,true,5TFAW5F1XFX461027,Male
Núi Đối,3 Mockingbird Way,20.7526658,106.6718702,true,WA1YD54BX2N606924,Female
Managua,80404 Kennedy Alley,12.1149926,-86.2361744,false,3C3CFFJHXDT320846,Female
Borås,301 Eggendart Place,57.7500731,12.9485476,true,1FMJK1J5XAE787275,Female
Xinshi,5 Division Place,23.199183,113.256439,true,WBAKG1C5XBE068293,Female
Arcueil,1965 Hoffman Center,46.7713478,3.8379578,false,WVWED7AJ5CW159401,Female
Xipu,8 Florence Street,26.885704,120.005147,false,3GYEK62N74G837397,Female
Pitomača,43560 Milwaukee Plaza,45.9501067,17.2326521,true,1GYFK43848R948013,Female
Bistrinci,2 Randy Circle,45.6878582,18.4041894,true,3GYFNDE36FS385095,Female
Lijiazui,05 Tennessee Terrace,31.239878,121.499673,false,1FTNF2A5XAE847961,Female
Zwolle,7 Reinke Junction,52.5112898,6.092908,false,WVWAB7AJ1CW172151,Male
Bakung Utara,3 Brentwood Pass,-3.1446171,104.5305715,false,3C4PDCGB6ET763839,Female
Birao,48 Barby Circle,10.2933091,22.7822485,false,5YMGZ0C50CL226724,Male
Karangnongko,528 Graedel Court,-7.6589782,110.5394227,false,SCBBP93W19C901434,Male
Saint-Cloud,195 Beilfuss Plaza,48.8590219,2.2228583,true,19UUA8F23EA382324,Female
Rangmanten,1198 Lotheville Court,-6.8903,113.0852,true,ZFBCFADH9EZ437714,Female
Chandler,313 Westend Trail,33.3107008,-111.8749872,true,JA32U2FU4FU562597,Female
Pachīr wa Āgām,45085 Pierstorff Alley,34.0740905,70.2884528,false,WAUBF78E98A225052,Male
Rasony,9031 Cherokee Parkway,55.9008577,28.8580531,true,JTHKD5BH3C2369567,Male
Longquan,000 Independence Way,28.074649,119.141473,true,WBA3B9C57EJ826720,Male
Gazanjyk,75415 Cordelia Point,39.2470722,55.5191857,false,3LNDL2L36CR897710,Female
Colonia Wanda,0593 Loomis Place,-25.6221943,-54.5655489,false,WVGAV3AX7EW123040,Male
Pondokunyur,2822 Eliot Junction,-7.3887,108.6759,true,1ZVBP8JZ9D5795958,Male
Krapyak Kidul,6895 Tennyson Parkway,-6.8762522,109.6795545,true,5GAKVCKD1DJ010372,Female
Lanxi,0569 Sloan Pass,29.208918,119.460526,true,SAJWA1CBXCL394993,Female
El Limón,2955 East Street,10.29041,-67.6274785,false,YV1852ARXA1232396,Male
